text_id,u_n,u_who,text,label
S3LE,3113,S0336,it's so stupid so I just stopped doing it the more the more chance you took with it the better off you tended to be and even even now I've found that the case like more often than not like if I leave sometime between half past eight and nine o'clock normally I would get there before ten but it only takes an accident,
SJRQ,945,S0391,we don't buy many of them do we?,
S968,382,S0493,it's ,
SJB4,3689,S0199,what's ,
SJRQ,668,S0390,he he used to vacuum everything with the Medivac,
SYHP,928,S0361,you can er and,
SA7J,2669,S0563,no he just ,
SR7C,1546,S0525,no we wish we were babies again and all we had to do was put weight on cos that was the easy bit,
SEJT,764,S0301,erm you've sort of sated them by saying well this is about fighter pilots and bombers ,
SAUR,4587,S0190,no they're going this way that thing is,
SAUR,2185,S0192,that was terrible so I do a crisis card okay this one is the power of twelve green and yellow can people help much on that?,
S7RA,569,S0012,did you see that that there was er the little clip I don't know whether it was on Youtube or whatever but this bloke has erm had his case and they knew that he went to the bank,
SBQZ,199,S0388,is that where all those Chinese drowned?,
SHBJ,245,S0070,no,
SUVQ,1129,S0235,yeah the thing is with an undergrad anyway you don't really pay too much attention ,
S6W8,4935,S0497,that's what I mean,
SJB4,3118,S0199,no I didn't,
S7DR,7,S0167,oh he tries to help,
SH2P,327,S0192,the closest thing I can describe it to is pork but like a fishy pork,
SJB4,2400,S0197,well no ,
S6W8,84,S0493,of the deck,
SGYW,114,S0070,yeah ,
SB4D,2103,S0192,yeah I mean I didn't spend long in the Amazon and it's hard work,
S38V,847,S0192,it really did yeah six weeks of that was pretty quick,
SH2P,705,S0192,but a ,
SV28,73,S0192,yeah yeah but when did they supposedly send it out?,
SD6X,63,S0179,er under er special Persian dishes ,
SUVQ,10406,S0236,yeah yeah yeah,
S632,5422,S0221,it's where you go at school to get your dinner,
SKZX,96,S0392,yeah it's I'm shattered I really am ,
SR7C,496,S0525,yeah,
SBEV,352,S0336,no,
SUUE,1359,S0371,that's right,
SDFR,213,S0417,you get cosy in the evenings don't you?,
SUEL,604,S0070,teacher there ,
SDFL,2066,S0024,art and history,
SEKZ,2120,S0262,yeah yeah,
SA2J,810,S0617,yeah,
SAUR,4572,S0227,yeah,
SNRQ,197,S0018,mm hm,
S5XD,3244,S0192,you must be a very proud mummy ,
S3LE,752,S0337,there's Cinnamon Crunch,
SE3W,199,S0439,yeah ,
S5U8,1413,S0417,tonight mum,
SUVQ,11411,S0198,it's ,
SHHU,61,S0391,I quite like those,
SYHP,1758,S0361,because I have more grey hair than she does,
SAUR,2433,S0227,I've got quite ,
SLSS,1303,S0583,it'd be much easier to get away with something,
SLSS,1265,S0585,yeah yeah,
S6W8,3089,S0492,I see double bluff to use that as an example when actually it ,
SMW8,78,S0255,mm,
SUVQ,7280,S0192,I know,
SYEF,919,S0525,I dunno if they booked,
SMZV,1049,S0336,that's great,
S346,33,S0319,oh I ought to have mine as well erm it's it's a pink case in my handbag ,
SEKZ,601,S0353,on a protest because they wanted to look after all the surrounding villages here ,
SMW8,1282,S0316,if it's ,
SUVQ,13561,S0192,yeah yeah,
SJB4,4823,S0192,we need to be sensual we it's just like eating or doing like these other things,
S632,7489,S0202,erm basically nothing,
SMW8,2486,S0256,gotta try and watch it I think cos I think it it is funny and lots of people have said it's really good but I just think I watched one episode where they were being really disgusting and she was being disgusting and then her teeth were really bad and ,
SUVQ,10354,S0235,yeah yeah right,
SAUR,2340,S0227,we'd know definitely that,
SMW8,2973,S0256,churros,
SUVQ,11655,S0192,have you ever heard of the Pacific crest trail? I think that's you guys should go there,
S3S6,189,S0275,I don't remember how we got food but all I remember is the woman gave me my coat then I was at the bus stop ,
SHHU,261,S0393,do you say hello to him?,
SYWR,311,S0391,what?,
SFNQ,407,S0237,erm that was the only play I was in I used to do a little bit of drama but I'm not very good at it,
SNRQ,401,S0018,eh okay,
SAUR,1931,S0227,that was a great ,
ST47,523,S0125,and ,
S457,861,S0525,well yeah only to put it on my finger as you would,
S457,461,S0614,well he did it ,
SAUR,811,S0192,do you see?,
SUVQ,12622,S0192,loads of space ,
S5XD,2796,S0194,that's the same as me ,
SR5H,132,S0601,cos I can't quite reach everything,
SA2J,570,S0617,don't even go there,
S28F,1137,S0315,that's one thing,
SJSC,755,S0439,with three months to go ,
SUEL,795,S0180,really? mm,
SMW8,300,S0255,oh wow,
SUVQ,1753,S0235,weren't bad either like ,
SNG4,655,S0255,yeah,
SD3R,1783,S0344,seeing a psychopath,
S3M4,576,S0517,no and she looked at your feet this morning,
S38V,383,UNKMALE,hiya,
SYEF,713,S0525,oh,
S346,35,S0319,that's a first it's normally glasses case and no glasses,
ST47,235,S0018,yeah I rate it too,
SUVQ,7976,S0198,yeah that's just,
S28F,2203,S0255,yeah definitely,
S6W8,1560,S0496,I much prefer Sophie to Sophia,
SG56,1054,S0261,oh it's through the erm one of our online communities on a,
SKZX,128,S0392,Palace Green,
SH2P,208,S0228,he used to own land ,
SWY3,2294,S0545,er I'll go er two hundred BC,
S5XD,2097,S0196,no I say film,
SR7C,1541,S0623,mm,
SYWB,70,S0416,kind of ,
SR5J,134,S0497,you went eight,
SDFL,537,S0154,I think I should get Twitter just to watch people,
SYWR,886,S0392,can I take the battery percentage off,
SEKZ,16,S0262,they're nice,
SEKZ,1659,S0262,but I have managed to hold on and then you know then the last shot I have of her is my mental picture of her is that she's got this look and she's got this you know when people,
SG56,1511,S0262,cos he won't know any of that,
SJRQ,1284,S0392,oh they will be,
S632,3193,S0202,go,
SUEL,244,S0070,and sort of like oh I'll just have half an hour here and half an hour there ,
SJN6,215,S0426,so good luck to them,
ST47,103,S0125,erm yes ,
SYEF,151,S0525,she she doesn't like it she's gonna change but ,
S4QK,634,S0246,oh it's this Sunday,
SYHP,1031,S0360,you would return to work in the country,
S682,1193,S0189,yeah ,
SB4D,360,S0189,sounds horrible,
SD6X,522,S0058,mm ,
SPJR,421,S0525,mind you that ,
SP9F,1688,S0335,cos he's good friends erm of his from his childhood and everything and erm ,
SMW8,985,S0255,mm,
S35K,150,S0372,yeah er,
SUVQ,15641,S0198,ah,
SKZX,466,S0391,a ticket?,
SAZX,2105,S0602,Sue?,
SAUR,1242,S0192,yeah,
ST82,1167,S0617,yeah two weeks,
SA7J,1360,S0561,no it didn't it's just gone this second,
SAUR,2505,S0192,what does is it say bro?,
S632,5668,S0211,but if you're getting Chinese I've been craving Chinese for about four years,
SNG4,284,S0255,have you?,
S632,534,S0208,I know ,
SMW8,3790,S0316,no it's er,
SUVQ,6246,S0192,there's a job here it is,
SMW8,2671,S0316,mm ,
S28F,1068,S0255,a convertible and he's erm he's got it all lowered and the wheels ,
SUVQ,16012,S0235,oh,
SM99,1746,S0347,Patrick Harris?,
SAZX,477,S0592,I'm doing it,
SVZH,203,S0198,yeah,
SN8K,1239,S0317,mm,
S7ZG,623,S0262,right,
SJB4,2459,S0197,and then stopped,
SD3R,457,S0344,I'd just choose to spend some of my time with ,
S457,544,S0614,Marks and Spencer's,
S632,4875,S0221,name?,
S7UX,431,S0012,did you put your fish out of the way?,
SB32,665,S0525,well,
SD6X,1728,S0179,mm,
SAUR,3373,S0227,I I take a crisis card do I?,
SN98,423,S0198,yeah it was on Sunday,
SKZX,331,S0393,he he said if you got ,
SZT4,88,S0528,yeah,
SPJR,181,S0525,oh right okay,
SUGJ,209,S0282,to sort of er progress discussions that you that we started last month but in the meantime I've got a query about the configuration of the sixth floor you know IE these beams the metal and the and the plaster beams that go across,
S457,769,S0617,it does sound very sad that's why I'm not going to watch it,
S985,930,S0346,he's really weird don't spend time with him makes you feel uncomfortable,
S968,1795,S0493,no yeah ,
SUVQ,5185,S0192,just got enough to live on,
SBEV,500,S0336,yeah ,
SJB4,2260,S0199,they were weak my defences were weak,
SDFL,2075,S0152,yeah,
SUDM,212,S0567,and what did you do after the register?,
SR5J,218,S0492,ah,
SN98,1382,S0198,some ten kilograms,
SWY3,507,S0392,still got a bit of time shall we have a game of bingo maybe? ,
SMVW,18,S0391,they might have some but ,
SJB4,1778,S0192,yeah the Bering Straits I think it is there's a very very small gap but here where this arrow is this is right next to Korea I mean from here to America if my mates fly,
SR7C,379,S0623,yeah,
SUVQ,13916,S0236,I think it comes from further back than that even in in ,
SMW8,1455,S0255,mm,
SYEF,728,S0615,oh my goodness somebody's hungry,
S6H4,235,S0415,oh dear,
S7UX,170,S0144,what do I need? Em and here,
SE3W,141,S0481,but she must spend a lot of time out in the rain mustn't she?,
SJB4,4138,S0192,I've got a board game we can play I guess,
S632,5831,S0208,alright okay,
SUVQ,10980,S0235,yeah like thirteen per cent,
SJB4,5253,S0192,if I was with somebody else I'd learn a hell of a lot more again,
S6KV,434,S0416,yeah tight there we go,
SQ93,74,S0392,yeah ,
SUUE,1478,S0262,right,
S968,1299,S0494,but ,
SMW8,3369,S0255,no,
SHJE,1101,S0602,the pink of models,
SWY3,1201,S0391,you said to me that was the first word you remember him saying,
SUVQ,5796,S0198,yeah,
SB4D,1328,S0197,and then I didn't get a response and that just sort of it sort of got forgotten about,
SV28,775,S0192,I mean toad in the hole makes for a good dish,
SMW8,1412,S0316,ah,
S632,1396,S0211,he's really hot,
S6BS,2883,S0594,yeah,
S6BS,2242,S0594,heroes,
SJB4,1988,S0192,fours ,
S35K,985,S0262,well I'm not if you see who thinks about who runs the British press,
SFCW,327,S0263,it's not because one woman looked at me as I started and she went ,
S6BS,179,S0594,like a grape,
SLJ5,484,S0679,er my timing for going over to ,
SHJE,384,S0592,erm what Italian entrepreneur er made tractors before entering the sports car business?,
SJRQ,561,S0391,yeah used to have that,
SFCW,103,S0263,yeah,
SQ2W,519,S0441,she already wasn't ,
S35K,617,S0262,mm yeah you mentioned,
SJRQ,961,S0391,we don't,
STBF,54,S0428,yeah and they did them in the park,
S84P,34,S0013,I think we should arrange,
SB32,1209,S0617,is this really red here? cos it's really itching,
SMW8,4144,S0256,that's why like I say again I understand TVs and how they ,
SKZX,558,S0391,be very yeah,
SUUE,653,S0262,wow,
SLJ5,799,S0681,well we sorted that,
SAUR,1473,S0192,that means that these get activated and they move,
SM8E,210,S0655,it depends,
SAUR,598,S0227,set up the TV ,
SAUR,958,S0192,okay right we're gonna get a card now one card just choose one don't look at it just choose it this is whether or not you're a Cylon don't look at it,
S3MW,492,S0615,oh okay I saw you sent them to ,
SFJ2,304,S0276,I don't even know,
SBQZ,908,S0388,pasta sauces ,
SN8K,57,S0317,it's a huge kitchen and we can't really store anything ,
SUVQ,11781,S0192,this is why,
STVQ,139,S0320,oh yeah? how many?,
SAUR,2233,S0227,right,
SV28,515,S0192,a little knife would be better,
SN8K,798,S0255,yeah,
SNMZ,1122,S0543,oh,
S632,4567,S0220,oh no fucking hate object,
SR5J,1495,S0494,he's beat me,
SJB4,5454,S0199,the only time I do is when I'm waiting to pick him up for sports clubs and things,
S6W8,5938,S0494,my bootie bag,
ST47,496,S0018,with a barbeque Near the beach,
SA2J,491,S0525,so,
SMZV,583,S0350,I I got a card back from er when I ,
SUVQ,16055,S0192,yeah it's quite funny,
S5XD,995,S0192,they're probably gonna want people or want different things so and then the cycle just repeats again ,
S85D,444,S0337,it's just yeah,
SMW8,3699,S0255,yeah yeah yeah so for an occasion you could be twenty-six couldn't you ,
S38V,134,S0192,yeah I mean if you have both both sides that would be nice,
SA7J,553,S0565,oh snow,
SEJT,939,S0262,oh right okay,
SNG4,1622,S0255,and she hadn't read those,
SJKD,258,UNKFEMALE,mm,
S38V,199,S0198,it looks better now there's curtains hanging up a reckon,
SMW8,2952,S0255,churros yeah,
SN8K,1713,S0255,oh yes I went and flew in a Dakota ,
SV28,1198,S0198,I certainly haven't received anything from them for a long time,
SQ3P,304,S0519,and they ,
S632,7357,S0202,small dicks,
SNG4,1388,S0257,mm,
SKRC,252,S0440,and he's gotta have our business we've gotta ,
SMVW,442,S0392,oh yeah ,
S5XD,1952,S0192,so every time I see you I'll be recording you ,
SRNC,1476,S0587,erm investment,
SFCW,359,S0263,yes,
SR5H,655,S0601,yeah I'm gonna make my crown so it's erm ,
SD6X,1799,S0058,yeah,
SAUR,2071,S0227,yes the ,
SWY3,52,S0393,er I think,
SAUR,4731,S0192,so you've chosen this one?,
SEKZ,45,S0353,no,
SUVQ,12595,S0192,oh this job is so easy yeah if you don't take it seriously it's easy,
SEBP,83,S0202,yeah,
S7ZG,479,S0262,no,
SKZX,342,S0392,oh cos when you start getting really er that's what ruined it last time,
SFNQ,805,S0237,just before yeah,
S7RA,17,S0278,and it's a good job cos normally on a Wednesday afternoon apparently they have a kids thing in the hall,
SNE5,270,S0391,circular,
SMW8,1673,S0255,mm,
S38V,196,S0192,because you could easily live on a busy road,
S7DR,905,S0176,I think I would have got the job before I book something though I think,
SKJ3,65,S0230,ah,
SUVQ,2735,S0235,I bought it when I was in,
SLRY,376,S0325,yeah,
SAUR,361,S0227,it was watchable it was a film it wasn't,
SN8K,148,S0318,because of the issues of people not being ,
SUVQ,5649,S0236,yeah the segregation and shit,
SAZX,137,S0600,I thought you were gonna get that so that goes to the bank there doesn't it,
SD3R,698,S0350,oh my god yeah,
SR5J,1356,S0493,alright ,
SUVQ,6048,S0235,is it thirty? yeah,
SN98,1354,S0192,we're about three weeks ahead of our budget than what we predicted to be so it's quite perfect,
SUVQ,10618,S0235,I don't know ,
SB4D,371,S0189,leave her alone now ,
SG97,203,S0486,it does yes,
SD6X,1638,S0058,but not in so many words ,
S968,1067,S0493,we've all got one more go,
SJB4,293,S0192,but regardless of what it may or may not have been,
SA7J,2482,S0543,okay ,
SJB4,86,S0197,I'm gonna have blue what colour do you want?,
STBF,111,S0428,yeah ,
S3MW,798,S0525,oh skinny me,
SNE5,653,S0392,I agree I know what you mean yeah,
SAUR,3525,S0192,I can pull my weight,
S3CK,152,S0416,I can eat that,
SMW8,1172,S0256,yeah ,
SYHP,2566,S0261,I like photography,
SNE5,476,S0393,well it's better than a kick in the teeth,
SUVQ,4213,S0198,we're not gonna smoke unless we're drinking but then it would be like twelve o'clock,
SJB4,1085,S0192,why does the two matter?,
S2QU,113,S0520,he would love it he would love it yeah erm,
SNG4,981,S0258,yeah you can yeah,
SM8E,346,S0654,too salty they were too salty,
SUVQ,3025,S0235,er I'm doing like three now,
SYHP,1166,S0262,yeah,
SNRQ,132,S0018,hearing them don't you?,
SUVQ,9654,S0198,maybe they had the,
SE3W,534,S0440,yeah so anyway this woman ,
SZ98,353,S0439,like er I saw ,
SUDM,256,S0567,so,
SGYW,685,S0070,no that's quite an interesting way of putting it ,
S6H4,205,S0415,if you did want to go I can arrange something for us to go but if you don't want to go up ,
SNG4,618,S0255,mm remember ,
SR7C,104,S0622,well I've er I've gotta go and get some glasses for grandpa or something I ,
SNE5,778,S0391,it's nearly identical to what we've got for you,
SJN6,389,S0426,and certainly not in their dissertation,
SE6F,152,S0336,that one,
SVZH,487,S0231,via the A2 ,
S6W8,3729,S0493,you can't dance to it really though,
S5XD,1900,S0196,what do you do in the gym? okay ,
SUGJ,668,S0645,the the sort of yeah the the the old chill out space?,
SUEL,367,S0180,Greece is quite ,
SJB4,1504,S0199,thirty,
SHHU,117,S0393,I found out that my ringtone now is the one they always have on ,
SUVQ,12036,S0235,who are dragging my charcoaled body out of the building,
SUGJ,624,S0645,so he's got he's got some board to go over those,
SAZX,808,S0602,cos I totally know the difference erm ,
SUVQ,11336,S0236,it's crazy,
SJB4,1705,S0192,I'm changing dice this isn't very lucky,
S6W8,3294,S0493,that symbol means that one needs to be,
S3SU,217,S0110,it's something that people used to go when they used to go on holidays to Spain you know?,
SRNC,769,S0584,there is the ,
S4WJ,786,S0439,yeah,
SEJT,192,S0262,right,
SQ36,537,S0338,let's try try then,
SAZX,1706,S0592,roll again then,
S38V,1241,S0192,no they just come in and they'd open a door and be like oh it's busy in here I don't wanna go I there or like go in so they decide for themselves,
S6KV,747,S0418,plate,
SUC7,333,S0622,hey ,
SUVQ,2120,S0235,I know,
S63L,437,S0261,yes because somebody has to develop it right? and if you're in it for the real business of it,
